GeneFamily,Sample,Value,Condition
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_258,0.0,No-Monarch
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_259,0.0,No-Monarch
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,14521.121078529599,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,26242.8586137029,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,4862.2514758279995,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,1397.8106010395002,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,14161.065776576299,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,27989.884407551002,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,28762.0616547456,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,22750.6428377785,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,18970.4277083418,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,18756.4699556004,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,16662.8505306796,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,No_Monarch_Wild_260,53313.8049152328,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,10278.0322505683,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,19969.0937892224,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,3797.3086833905,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,476.36040790510003,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,11176.0533375322,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,9883.0621727539,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,14303.5659284934,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,10090.607105274301,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,9447.3967617511,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,10113.554089150699,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,7330.4447633673,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,No_Monarch_Wild_260,22949.807237346802,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_248,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_250,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_251,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_252,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_253,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_254,20980.987384769698,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_255,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_256,40015.369316429504,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_257,26539.918188058902,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_258,0.0,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_259,51432.5555440876,No-Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,9393.998427223101,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,22344.379645921097,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,105740.3208083792,No-Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,71225.8006382536,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,140068.259280764,No-Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,169488.4827988934,No-Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,No_Monarch_Wild_260,0.0,Monarch
UNINTEGRATED|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UNINTEGRATED|unclassified,Monarch_Wild_248,496203.171582515,Monarch
UNINTEGRATED|unclassified,Monarch_Wild_249,399339.04860712716,Monarch
UNINTEGRATED|unclassified,Monarch_Wild_250,298003.33377325576,Monarch
UNINTEGRATED|unclassified,Monarch_Wild_251,452533.7153843045,Monarch
UNINTEGRATED|unclassified,Monarch_Wild_252,351931.2595821508,Monarch
UNINTEGRATED|unclassified,Monarch_Wild_253,285075.36228346056,Monarch
UNINTEGRATED|unclassified,Monarch_Experiment_254,547878.6997024271,Monarch
UNINTEGRATED|unclassified,Monarch_Experiment_255,489033.5404744458,Monarch
UNINTEGRATED|unclassified,NoMonarch_Experiment_256,510408.39541472885,No-Monarch
UNINTEGRATED|unclassified,NoMonarch_Experiment_257,551933.7927778263,No-Monarch
UNINTEGRATED|unclassified,NoMonarch_Experiment_258,452905.984193793,No-Monarch
UNINTEGRATED|unclassified,NoMonarch_Experiment_259,384462.0239710432,No-Monarch
UNINTEGRATED|unclassified,No_Monarch_Wild_260,393400.8548581221,Monarch
UNINTEGRATED|unclassified,NoMonarch_Wild_261,326072.1227600453,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,No_Monarch_Wild_260,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,54.4852984714,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,37.1449523108,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,98.9047449614,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,119.113594615,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,No_Monarch_Wild_260,0.0,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_248,385.9786906703,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_249,320.1782988929,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_250,211.58667721560002,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_251,338.9080406585,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_252,228.6938230378,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Wild_253,112.8184162277,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Experiment_254,438.05837436589997,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,Monarch_Experiment_255,385.70566021400003,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,NoMonarch_Experiment_256,418.2057291104,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,NoMonarch_Experiment_257,468.20859454730004,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,NoMonarch_Experiment_258,296.9519916373,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,NoMonarch_Experiment_259,225.6905604966,No-Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,No_Monarch_Wild_260,335.587546228,Monarch
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,NoMonarch_Wild_261,241.1771970559,No-Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,34.043227436500004,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,36.950473918200004,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
ANAEROFRUCAT-PWY: homolactic fermentation|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
